id,commercial_name,active,inscription_date,registry_num,formula,active_ingredient,pharma_comp,pharmaceutical_form,concentration,level_price,range_price,min_presentation_price,max_presentation_price,created_at,updated_at,hash
12102,SUPLEMENTO  EN POLVO PARA PREPARAR BEBIDA DE SABOR A MANGO-ONE PER MEAL MANGO,A,2006-09-27,F060527092006,MOLIBDATO DE SODIO 0.0000175 g. + Riboflavina 5´-Fosfato de sodio 0.0006494 g. + Ascorbilo palmitato 0.0091 g. + SELENIOMETIONINA 0.000004 g. + GLUCONATO DE MANGANESO 0.0016883 g. + CARBONATO DE CALCIO 0.0090979 g. + VITAMINA B12  0.00003333 g. + BIOTINA  0.0000083 g. + ASCORBATO DE CALCIO 0.008112 g. + Piridoxina clorhidrato 0.0003377 g. + Ácido fólico 0.0000111 g. + ACETIL L CISTEINA 0.00234 g. + Tiamina clorhidrato 0.0005296 g. + GLUTATION 0.00033 g. + GLUCONATO DE COBRE 0.0005952 g. + Vitamina A palmitato 0.0000744 g. + PANTOTENATO DE CALCIO 0.0006065 g. + Fitomenadiona 0.0000167 g. + YODURO DE POTASIO 0.0000073 g. + ACETATO DE VITAMINA E 0.00833334 g. + VITAMINA D 0.0001111 g. + GLUCONATO DE ZINC 0.0038388 g. + TAURINA 0.0015833 g. + POLINICOTINATO DE CROMO 0.00075 g. + NIACINAMIDA 0.0006944 g.,MOLIBDATO DE SODIO + Riboflavina 5´-Fosfato de sodio + Ascorbilo palmitato + SELENIOMETIONINA + GLUCONATO DE MANGANESO + CARBONATO DE CALCIO + VITAMINA B12  + BIOTINA  + ASCORBATO DE CALCIO + Piridoxina clorhidrato + Ácido fólico + ACETIL L CISTEINA + Tiamina clorhidrato + GLUTATION + GLUCONATO DE COBRE + Vitamina A palmitato + PANTOTENATO DE CALCIO + Fitomenadiona + YODURO DE POTASIO + ACETATO DE VITAMINA E + VITAMINA D + GLUCONATO DE ZINC + TAURINA + POLINICOTINATO DE CROMO + NIACINAMIDA,"OMNILIFE MANUFACTURA, S.A. DE C.V.",POLVO,0.0000175 g. + 0.0006494 g. + 0.0091 g. + 0.000004 g. + 0.0016883 g. + 0.0090979 g. + 0.00003333 g. + 0.0000083 g. + 0.008112 g. + 0.0003377 g. + 0.0000111 g. + 0.00234 g. + 0.0005296 g. + 0.00033 g. + 0.0005952 g. + 0.0000744 g. + 0.0006065 g. + 0.0000167 g. + 0.0000073 g. + 0.00833334 g. + 0.0001111 g. + 0.0038388 g. + 0.0015833 g. + 0.00075 g. + 0.0006944 g.,,,,,2019-12-17 17:48:23,2019-12-17 17:48:23,157b1e996b3120cb6ae870197c0fa753
12103,ROSUVASTATINA CALOX 10 mg TABLETAS RECUBIERTAS CON PELICULA,A,2015-12-03,F060603122015,ROSUVASTATINA CALCICA 10.42 mg.,ROSUVASTATINA CALCICA,ACTAVIS LTD,TABLETAS RECUBIERTAS CON PELICULA,10.42 mg.,3.21,$33.53 - $53.10,33.53,53.1,2019-12-17 17:48:23,2019-12-17 17:48:23,b7cb8c54f54c68108d3c1730cdf7a03e
12104,DIAFREN NF  25 mg/5mL  SUSPENSION,A,2000-04-12,F060612042000,FURAZOLIDONA  25 mg.,FURAZOLIDONA ,LABORATORIOS TERAMED,SUSPENSION,25 mg.,0.1,$5.75 - $5.75,5.75,5.75,2019-12-17 17:48:23,2019-12-17 17:48:23,71a1330215c716b739e80480c8fc841b
12105,ELLY C SOLUCION ORAL,A,2011-12-14,F060614122011,GLICEROFOSFATO DE CALCIO 15 mg. + Vitamina C 50 mg. + Ácido glutámico 100 mg. + Piridoxina clorhidrato 3 mg. + Cianocobalamina 10 mcg. + TIAMINA CLORHIDRATO(VITAMINA B1 CLORHIDRATO) ESTANDAR 25 mg. + D-ALFA TOCOFEROL CONCENTRADO 0.75 mg.,GLICEROFOSFATO DE CALCIO + Vitamina C + Ácido glutámico + Piridoxina clorhidrato + Cianocobalamina + TIAMINA CLORHIDRATO(VITAMINA B1 CLORHIDRATO) ESTANDAR + D-ALFA TOCOFEROL CONCENTRADO,LABORATORIO FARMACEUTICO ENMILEN,SOLUCION,15 mg. + 50 mg. + 100 mg. + 3 mg. + 10 mcg. + 25 mg. + 0.75 mg.,0.09,$19.99 - $19.99,19.99,19.99,2019-12-17 17:48:23,2019-12-17 17:48:23,e8f7298ad5796a42eeaf183a75145d38
12106,ITRASEC TABLETAS,A,2003-07-16,F060616072003,Secnidazol 166.6 mg. + Itraconazol 33.3 mg.,Secnidazol + Itraconazol,"DR. ELIZARDO PEREZ ESPINOSA, SRL (ELIPESA)",TABLETAS,166.6 mg. + 33.3 mg.,1.16,$13.89 - $13.89,13.89,13.89,2019-12-17 17:48:23,2019-12-17 17:48:23,5ac64de8a649a698efd161c15a565914
12107,METAMUCIL SOLUBLE INSTANTANEO SABOR NARANJA 56.18 g (POLVO),A,2008-12-17,F060617122008,PLANTAGO PSYLLIUM 56.18 g.,PLANTAGO PSYLLIUM,THE PROCTER & GAMBLE COMPANY,POLVO,56.18 g.,0.05,$9.00 - $23.92,9,23.92,2019-12-17 17:48:23,2019-12-17 17:48:23,d91be866ab003a9f4e1aa57b7d10788e
12108,TRAMADOL CLORHIDRATO BIOSANO 100 mg./ 2 mL. SOLUCION INYECTABLE,A,2004-08-18,F060618082004,Tramadol clorhidrato 100 mg.,Tramadol clorhidrato,LABORATORIO BIOSANO S.A.,SOLUCION INYECTABLE,100 mg.,0.16,$1.38 - $6.10,1.38,6.1,2019-12-17 17:48:23,2019-12-17 17:48:23,63990e5411a651466ed269aee97d75ca
12109,AZITRO 500 mg FG TABLETA RECUBIERTA,A,2005-07-20,F060620072005,AZITROMICINA DIHIDRATO 524.1 mg.,AZITROMICINA DIHIDRATO,"WEXFORD LABORATORIES, PVT. LTD.",TABLETAS RECUBIERTAS,524.1 mg.,,,,,2019-12-17 17:48:23,2019-12-17 17:48:23,2277dc3c87ef7038a256227515115a6b
12110,DICLOFENACO SODICO 75 mg/3 mL MINTLAB SOLUCION INYECTABLE.,A,2006-08-23,F060623082006,DICLOFENACO SODICO 75 mg.,DICLOFENACO SODICO,OKASA PHARMA PVT. LTD.,SOLUCION INYECTABLE,75 mg.,,,,,2019-12-17 17:48:23,2019-12-17 17:48:23,9412f0c5ee27592eb9349e416c14737d
12111,NICODROPS SOLUCION OFTALMICA,A,2013-07-25,F060625072013,Nafazolina clorhidrato 0.025 g.,Nafazolina clorhidrato,"LABORATORIOS SAVAL, S.A.",SOLUCION OFTALMICA,0.025 g.,1.21,$12.11 - $12.11,12.11,12.11,2019-12-17 17:48:23,2019-12-17 17:48:23,e800a62ab844c8393d9e51082f80cf39
12112,MICOFLAVIN 250 CAPSULAS,A,2007-10-31,F060631102007,MICOFENOLATO  DE  MOFETILO 250 mg.,MICOFENOLATO  DE  MOFETILO,LABORATORIOS CLAUSEN S.A.,CAPSULAS,250 mg.,,,,,2019-12-17 17:48:23,2019-12-17 17:48:23,585b61ddcc84c93826ce351f61ef1acc
12113,ROSUVASTATINA CALOX 20 mg TABLETAS RECUBIERTAS CON PELICULA,A,2015-12-03,F060703122015,Rosuvastatina cálcica 20.84 mg.,Rosuvastatina cálcica,ACTAVIS LTD,TABLETA RECUBIERTA CON PELÍCULA,20.84 mg.,1.55,$46.43 - $46.43,46.43,46.43,2019-12-17 17:48:23,2019-12-17 17:48:23,c8aa6a07d057588adfff2003c2931fb2
12114,ULSSIUM 40mg CÁPSULAS,A,2009-11-04,F060704112009,Esomeprazol 40 mg.,Esomeprazol,LABORATORIO FARMACEUTICO PAILL,CAPSULA,40 mg.,2.6,$12.79 - $27.19,12.79,27.19,2019-12-17 17:48:23,2019-12-17 17:48:23,4e5e51d483b630af571f6ae132e637c0
12115,UNESIA  1 g /100 g  UNGÜENTO,A,2011-12-14,F060714122011,BIFONAZOL 1 g.,BIFONAZOL,"LABORATORIOS KENER, S.A. DE C.V.",UNGUENTO,1 g.,0.47,$9.49 - $9.49,9.49,9.49,2019-12-17 17:48:23,2019-12-17 17:48:23,37fcf41720a60898bddfb4192e04ffc4
12116,BABY PREDENTAL SOLUCION TOPICA ORAL,A,2003-07-16,F060716072003,Borato de sodio 30 mg. + EXTRACTO FLUIDO DE HAMAMELIS 2 mg. + EXTRACTO FLUIDO DE MIRRA 6 mg. + MENTOL CRISTALIZADO 0.4 mg. + LIDOCAINA CLORHIDRATO 5 mg.,Borato de sodio + EXTRACTO FLUIDO DE HAMAMELIS + EXTRACTO FLUIDO DE MIRRA + MENTOL CRISTALIZADO + LIDOCAINA CLORHIDRATO,"DR. ELIZARDO PEREZ ESPINOSA, SRL (ELIPESA)",SOLUCION,30 mg. + 2 mg. + 6 mg. + 0.4 mg. + 5 mg.,0.51,$7.67 - $7.67,7.67,7.67,2019-12-17 17:48:23,2019-12-17 17:48:23,ec5d86429e6727576b4d5c9f19f905a2
12117,MIDAZOLAM BIOSANO 15 mg/3 mL SOLUCION INYECTABLE,A,2004-08-18,F060718082004,Midazolam clorhidrato 16.68 mg.,Midazolam clorhidrato,LABORATORIO BIOSANO S.A.,SOLUCION INYECTABLE,16.68 mg.,,,,,2019-12-17 17:48:23,2019-12-17 17:48:23,c82cf103716522a881e1b4e02ca8079d
12118,ALTODOL 50 mg TABLETAS RECUBIERTAS,A,2005-07-20,F060720072005,DICLOFENACO SODICO 50 mg.,DICLOFENACO SODICO,"WEXFORD LABORATORIES, PVT. LTD.",TABLETAS RECUBIERTAS,50 mg.,,,,,2019-12-17 17:48:23,2019-12-17 17:48:23,997447107087159bc8c3476341e3a831
12119,RODIFLUX GOTAS PEDIATRICAS SOLUCION ORAL,A,2000-05-24,F060724052000,DEXTROMETORFAN  BROMHIDRATO 0.004 g. + DEXTROMETORFAN  BROMHIDRATO 0.004 g. + Carboximetilcisteina 0.05 g. + Carboximetilcisteina 0.05 g. + CLORFENIRAMINA MALEATO 0.0005 g. + CLORFENIRAMINA MALEATO 0.0005 g.,DEXTROMETORFAN  BROMHIDRATO + DEXTROMETORFAN  BROMHIDRATO + Carboximetilcisteina + Carboximetilcisteina + CLORFENIRAMINA MALEATO + CLORFENIRAMINA MALEATO,LABORATORIOS MARCELI,SOLUCION ORAL,0.004 g. + 0.004 g. + 0.05 g. + 0.05 g. + 0.0005 g. + 0.0005 g.,0.28,$7.06 - $7.06,7.06,7.06,2019-12-17 17:48:23,2019-12-17 17:48:23,3dbdb594e84dafbe1357830fae058964
12120,MICOFLAVIN 500 COMPRIMIDOS RECUBIERTOS,A,2007-10-31,F060731102007,MICOFENOLATO MOFETILO 500 mg.,MICOFENOLATO MOFETILO,LABORATORIOS CLAUSEN S.A.,COMPRIMIDOS RECUBIERTOS,500 mg.,,,,,2019-12-17 17:48:23,2019-12-17 17:48:23,9e8cded6b4c4e23e245b963130f57b33
12121,SOVALDI 400 mg TABLETAS RECUBIERTAS,A,2015-12-03,F060803122015,Sofosbuvir 400 mg.,Sofosbuvir,PATHEON INC,TABLETAS RECUBIERTAS,400 mg.,,,,,2019-12-17 17:48:24,2019-12-17 17:48:24,d6a9960ab8f82946e86868d4a75e2275
12122,SYNTHROID 25 mcg TABLETAS,A,2003-11-05,F060805112003,Levotiroxina sódica 0.025 mg.,Levotiroxina sódica,"KNOLL, LLC. PUERTO RICO",TABLETAS,0.025 mg.,0.13,$3.86 - $3.90,3.86,3.9,2019-12-17 17:48:24,2019-12-17 17:48:24,b2d99730b718a79cdeaa0888a9a6b3ce
12123,RANITIDINA 150 mg SM TABLETAS RECUBIERTAS,A,2007-12-05,F060805122007,CLORHIDRATO DE RANITIDINA 177.431 mg.,CLORHIDRATO DE RANITIDINA,M/S CAPLIN POINT LABORATORIES LTD,TABLETAS RECUBIERTAS,177.431 mg.,0.15,$15.28 - $15.28,15.28,15.28,2019-12-17 17:48:24,2019-12-17 17:48:24,f92b7c0e64efd899bc9e0fbd9c0ae17f
12124,ZINC SULFATO 0.02% + NAFAZOLINA HCl 0.005% VIJOSA SOLUCIÓN OFTÁLMICA,A,2009-11-11,F060811112009,Nafazolina clorhidrato 0.05 mg. + Sulfato de zinc 0.2 mg.,Nafazolina clorhidrato + Sulfato de zinc,LABORATORIOS VIJOSA,SOLUCION OFTALMICA,0.05 mg. + 0.2 mg.,,,,,2019-12-17 17:48:24,2019-12-17 17:48:24,c0fe5725145c67b8a4a8823d36283294
12125,DAIVOBET 50mcg/0.5mg GEL,A,2011-12-14,F060814122011,CALCIPOTRIOL 50 mcg/g + Betametasona 0.5 mg/g,CALCIPOTRIOL + Betametasona,LEO LABORATORIES LTD.,GEL,50 mcg/g + 0.5 mg/g,1.1,$33.05 - $33.05,33.05,33.05,2019-12-17 17:48:24,2019-12-17 17:48:24,04c4baaaaf73f94aef5f6a9e06957b5c
12126,FLOXIMAX LEVOFLOXACINO (HEMIHIDRATADO) 500 mg TABLETAS RECUBIERTAS,A,2002-09-03,F060821082002,LEVOFLOXACINO HEMIHIDRATO 512.43 mg.,LEVOFLOXACINO HEMIHIDRATO,"LABORATORIOS STEIN, S.A. ",TABLETAS RECUBIERTAS,512.43 mg.,,,,,2019-12-17 17:48:24,2019-12-17 17:48:24,b38c386da9b026aad31c2312830ef141
12127,ALUTRIN ARSAL 50 mg TABLETAS,A,2000-04-26,F060826042000,SERTRALINA 50 mg.,SERTRALINA,"LABORATORIOS ARSAL, S.A. DE C.V.",TABLETAS,50 mg.,1.03,$30.87 - $30.87,30.87,30.87,2019-12-17 17:48:24,2019-12-17 17:48:24,4b77e26a1e788a209af1d659abae86ca
12128,KARBODEX GOTAS PEDIATRICAS SOLUCION ORAL,A,2004-09-29,F060829092004,DEXTROMETORFANO HBr 4 mg. + Carboximetilcisteina 50 mg. + CLORFENIRAMINA MALEATO 0.5 mg.,DEXTROMETORFANO HBr + Carboximetilcisteina + CLORFENIRAMINA MALEATO,LABORATORIOS LAMFER,SOLUCION ORAL,4 mg. + 50 mg. + 0.5 mg.,0.22,$5.50 - $5.50,5.5,5.5,2019-12-17 17:48:24,2019-12-17 17:48:24,f1fd301cd5f695e91d3252d48888d2d4
12129,ATHLETIC CREAM FORTE CREMA,A,2000-05-03,F060903052000,Mentol 3 g. + ACEITE DE EUCALIPTO 0.4 g. + SALICILATO DE METILO 18 g.,Mentol + ACEITE DE EUCALIPTO + SALICILATO DE METILO,"LABORATORIOS CAROSA, S.A. DE C.V.",CREMA,3 g. + 0.4 g. + 18 g.,0.05,$3.96 - $4.84,3.96,4.84,2019-12-17 17:48:24,2019-12-17 17:48:24,1688f104f870ef9258c6f1d07a469ce7
12130,BARIGRAF AD 333.2 g POLVO PARA SUSPENSION ORAL,A,2015-12-03,F060903122015,Sulfato de bario 333.2 g.,Sulfato de bario,"EDEFARM, S.L.",POLVO PARA SUSPENSION ORAL,333.2 g.,,,,,2019-12-17 17:48:24,2019-12-17 17:48:24,5b33b1ec5d8c386ec1bbcdcbd7cb987e
12131,DICLOFENACO CR GEL 1%,A,2006-10-11,F060911102006,DICLOFENACO SODICO 1 g.,DICLOFENACO SODICO,"LABORATORIOS CAROSA, S.A. DE C.V.",GEL,1 g.,0.17,$8.40 - $8.40,8.4,8.4,2019-12-17 17:48:24,2019-12-17 17:48:24,48aabe8d0b22eab58ecfeadcdc1ad006
12132,KETOCONAZOL SAIMED 2% CREMA,A,2007-12-12,F060912122007,Ketoconazol 2.2 g.,Ketoconazol,M/S CAPLIN POINT LABORATORIES LTD,CREMA,2.2 g.,0.23,$3.84 - $4.01,3.84,4.01,2019-12-17 17:48:24,2019-12-17 17:48:24,a377fb2e28c7c8f67cc1243a4d855e04
12133,NOMOXACINA 500 mg TABLETAS RECUBIERTAS,A,2005-07-20,F060920072005,CIPROFLOXACINO CLORHIDRATO 582.19 mg.,CIPROFLOXACINO CLORHIDRATO,"WEXFORD LABORATORIES, PVT. LTD.",TABLETA RECUBIERTA,582.19 mg.,1.33,$133.00 - $133.00,133,133,2019-12-17 17:48:24,2019-12-17 17:48:24,93d1adb2e5a172204dc2675f57f17c08
12134,DORITHRICIN PARA LA GARGANTA (PASTILLAS),A,2011-12-21,F060921122011,Cloruro de benzalconio 1 mg. + TIROTRICINA  0.5 mg. + Benzocaína 1.5 mg.,Cloruro de benzalconio + TIROTRICINA  + Benzocaína,MEDICE ARZNEIMITTEL  PÜTTER  GMBH & CO. KG,PASTILLAS DE DISOLUCION BUCAL,1 mg. + 0.5 mg. + 1.5 mg.,,,,,2019-12-17 17:48:24,2019-12-17 17:48:24,8f9f0ed09a72415a0411293c30fa9c22
12135,AXOPRAM  ARSAL 20 mg  TABLETAS,A,2004-09-22,F060922092004,CITALOPRAM 20 mg.,CITALOPRAM,"LABORATORIOS ARSAL, S.A. DE C.V.",TABLETA,20 mg.,0.92,$31.89 - $35.28,31.89,35.28,2019-12-17 17:48:24,2019-12-17 17:48:24,b6974caffb5503fecdf31cde195ccb2f
12136,OBBIAT® COMPRIMIDOS RECUBIERTOS,A,2013-07-25,F060925072013,Etinilestradiol 0.03 mg. + DIENOGEST 2 mg.,Etinilestradiol + DIENOGEST,LABORATORIOS LEON FARMA S.A.,COMPRIMIDOS RECUBIERTOS,0.03 mg. + 2 mg.,0.76,$16.05 - $16.05,16.05,16.05,2019-12-17 17:48:24,2019-12-17 17:48:24,e4b0569e2ba98bd605439173a44e61f8
12137,"EXELON PATCH 15, PARCHE TRANSDERMICO",A,2015-12-03,F061003122015,RIVASTIGMINA 27 mg.,RIVASTIGMINA,LTS LOHMANN THERAPIE-SYSTEME AG,PARCHE,27 mg.,0.23,$189.02 - $189.02,189.02,189.02,2019-12-17 17:48:25,2019-12-17 17:48:25,8fdd9f12067db78b30522e48bb71632b
12138,ZITROGEN 500mg CAPSULAS,A,2000-02-09,F061009022000,AZITROMICINA DIHIDRATO 524 mg.,AZITROMICINA DIHIDRATO,"LABORATORIOS GENERIX, S.A. DE C.V.",CAPSULA,524 mg.,3.86,$12.77 - $36.07,12.77,36.07,2019-12-17 17:48:25,2019-12-17 17:48:25,a25045fd5328d95ae012dc9c9665d708
12139,CARBAMAZEPINA NORMON 400 mg COMPRIMIDOS EFG,A,2003-09-10,F061010092003,CARBAMAZEPINA 400 mg.,CARBAMAZEPINA,LABORATORIOS NORMON S.A.,COMPRIMIDO,400 mg.,0.21,$0.31 - $17.64,0.31,17.64,2019-12-17 17:48:25,2019-12-17 17:48:25,fcf9fe8d61ea03d81c1e99302ded9dd1
12140,ALLEGRA PEDIATRICO 6mg SUSPENSIÓN ORAL,A,2009-11-11,F061011112009,CLORHIDRATO DE FEXOFENADINA 6 mg.,CLORHIDRATO DE FEXOFENADINA,SANOFI-AVENTIS FARMACEUTICA LTDA.,SUSPENSION,6 mg.,0.13,$18.82 - $18.82,18.82,18.82,2019-12-17 17:48:25,2019-12-17 17:48:25,f567bde06fa26d3414dc7e5937928f76
12141,DOLO-DINAPLEX SOLUCION INYECTABLE,A,2011-12-21,F061021122011,DICLOFENACO SODICO 75 mg. + Piridoxina clorhidrato 100 mg. + Tiamina clorhidrato 100 mg. + Cianocobalamina 5000 mcg.,DICLOFENACO SODICO + Piridoxina clorhidrato + Tiamina clorhidrato + Cianocobalamina,LABORATORIO FARMACEUTICO PAILL,SOLUCION INYECTABLE,75 mg. + 100 mg. + 100 mg. + 5000 mcg.,4.81,$4.81 - $4.81,4.81,4.81,2019-12-17 17:48:25,2019-12-17 17:48:25,834ee87969f74b1a2e196151a2c168af
12142,PROTERNAL DEPOT 250 mg/2 mL SOLUCION INYECTABLE,A,2004-09-22,F061022092004,HYDROXYPROGESTERONE CAPROATE 250 mg. + HYDROXYPROGESTERONE CAPROATE 250 mg.,HYDROXYPROGESTERONE CAPROATE + HYDROXYPROGESTERONE CAPROATE,"LABORATORIOS ARSAL, S.A. DE C.V.",SOLUCION INYECTABLE,250 mg. + 250 mg.,2.75,$7.84 - $9.10,7.84,9.1,2019-12-17 17:48:25,2019-12-17 17:48:25,fbb9d68faf77dff061bf8646fcd104af
12143,FE-DROGUEMED SUSPENSIÓN ORAL,A,2013-07-25,F061025072013,Ácido fólico 10 mcg. + Cianocobalamina 10 mcg. + HIERRO AMINOQUELADO 50 mg.,Ácido fólico + Cianocobalamina + HIERRO AMINOQUELADO,LABORATORIO FARMACEUTICO ENMILEN,SUSPENSION ORAL,10 mcg. + 10 mcg. + 50 mg.,0.12,$16.00 - $24.19,16,24.19,2019-12-17 17:48:25,2019-12-17 17:48:25,10425281963019702c6a01857d605517
12144,GINKGO BILOBA MEMBERS SELECTION 60 mg TABLETAS,A,2001-06-27,F061027062001,GINGKO BILOBA 60 mg.,GINGKO BILOBA,AVEMA PHARMA SOLUTIONS,TABLETA,60 mg.,0.41,$12.22 - $12.22,12.22,12.22,2019-12-17 17:48:25,2019-12-17 17:48:25,b1ba1b42eca97d4d014a900f0dc83bbe
12145,BADERM SOLUCION 10mg/mL,A,2006-09-27,F061027092006,Clotrimazol 0.01 g.,Clotrimazol,"LABORATORIOS CAROSA, S.A. DE C.V.",SOLUCION,0.01 g.,,,,,2019-12-17 17:48:25,2019-12-17 17:48:25,43a56b1d82f4b67b284eb3d41d31cb21
12146,CARBAMAZEPINA NORMON 200 mg COMPRIMIDOS EFG,A,2003-10-01,F061101102003,Carbamazepina 200 mg.,Carbamazepina,LABORATORIOS NORMON S.A.,COMPRIMIDOS,200 mg.,0.25,$9.27 - $17.64,9.27,17.64,2019-12-17 17:48:25,2019-12-17 17:48:25,aea055a793ef09b83eacea6d8ea14117
12147,KINEPTIA® 150mg CÁPSULAS,A,2015-12-03,F061103122015,PREGABALINA 150 mg.,PREGABALINA,SANDOZ ILAC SANAYI VE TICARET A.S.,CAPSULAS,150 mg.,,,,,2019-12-17 17:48:25,2019-12-17 17:48:25,cfda39afc8ed72a3f495682a84b5ae1d
12148,HIDROXICINA 25 mg PL TABLETAS,A,2002-08-14,F061114082002,HIDROXICINA HCL 25 mg.,HIDROXICINA HCL,LABORATORIO FARMACEUTICO PAILL,TABLETA,25 mg.,0.18,$5.50 - $5.50,5.5,5.5,2019-12-17 17:48:25,2019-12-17 17:48:25,5e139ac66fd55bdf68e93c427e8ddfca
12149,ALTAGRIP® TABLETA,A,2011-12-21,F061121122011,Paracetamol 500 mg. + Clorfeniramina Maleato 2 mg. + Clorhidrato de fenilefrina 5 mg.,Paracetamol + Clorfeniramina Maleato + Clorhidrato de fenilefrina,LABORATORIO FARMACEUTICO VIDES,TABLETAS,500 mg. + 2 mg. + 5 mg.,,,,,2019-12-17 17:48:25,2019-12-17 17:48:25,b057793ae8ee1e32e9fab94ac0fddf07
12150,CIRCUVID CAPSULA,A,2000-03-22,F061122032000,GINKGO BILOBA 78.12 mg.,GINKGO BILOBA,LABORATORIO COFASA,CAPSULA,78.12 mg.,0.78,$23.38 - $23.38,23.38,23.38,2019-12-17 17:48:25,2019-12-17 17:48:25,c9c5244d3673c5d7b29ee15e05b77948
12151,FURODERM ARSAL CREMA,A,2013-07-25,F061125072013,Mometasona furoato 1 mg.,Mometasona furoato,"LABORATORIOS ARSAL, S.A. DE C.V.",CREMA,1 mg.,0.67,$10.06 - $10.06,10.06,10.06,2019-12-17 17:48:25,2019-12-17 17:48:25,43641319d485945681a11b5e03c42179
12152,"NERVOPLEX 10,000 SOLUCION INYECTABLE",A,2001-06-27,F061127062001,Piridoxina clorhidrato 100 mg. + Tiamina clorhidrato 150 mg. + Cianocobalamina 10000 mcg.,Piridoxina clorhidrato + Tiamina clorhidrato + Cianocobalamina,LABORATORIO FARMACEUTICO PAILL,SOLUCION INYECTABLE,100 mg. + 150 mg. + 10000 mcg.,2.71,$5.43 - $5.43,5.43,5.43,2019-12-17 17:48:25,2019-12-17 17:48:25,4fec1fa5fa5bdaa7dff30cb1d3c7d5c3
12153,FAMOTIDINA 40 mg CR TABLETAS RECUBIERTAS,A,2006-09-27,F061127092006,FAMOTIDINA 40 mg.,FAMOTIDINA,"LABORATORIOS CAROSA, S.A. DE C.V.",TABLETAS RECUBIERTAS,40 mg.,,,,,2019-12-17 17:48:25,2019-12-17 17:48:25,8cecc5a5a8692d29ccbb63371977b655
12154,CARDIOTAN 80 TABLETA RECUBIERTA CON PELICULA,A,2015-12-03,F061203122015,Valsartán 80 mg.,Valsartán,FARMATECH S.A.,TABLETAS RECUBIERTAS CON PELICULA,80 mg.,,,,,2019-12-17 17:48:25,2019-12-17 17:48:25,d942d36e392c55490fff2fde753e222f
12155,MELOXICAM CALOX 15 mg TABLETAS,A,2009-11-11,F061211112009,Meloxicam 15 mg.,Meloxicam,"CALOX DE COSTA RICA, S.A",TABLETA,15 mg.,2.37,$22.06 - $40.09,22.06,40.09,2019-12-17 17:48:25,2019-12-17 17:48:25,95ee14789ab87cc095dac5e83005c140
12156,NALOXONE PL 0.4 mg/mL SOLUCION INYECTABLE,A,2002-08-14,F061214082002,CLORHIDRATO DE NALOXONA  0.4 mg.,CLORHIDRATO DE NALOXONA ,LABORATORIO FARMACEUTICO PAILL,SOLUCION INYECTABLE,0.4 mg.,,,,,2019-12-17 17:48:25,2019-12-17 17:48:25,7977b96ae53a00a18148bd916910486a
12157,DERMACORTINE LOCIÓN,A,2007-11-14,F061214112007,MOMETASONA FUROATO 0.1 g. + MOMETASONA FUROATO 0.1 g.,MOMETASONA FUROATO + MOMETASONA FUROATO,ARBOFARMA S.A.S. ,SOLUCION TOPICA,0.1 g. + 0.1 g.,0.72,$21.47 - $21.47,21.47,21.47,2019-12-17 17:48:25,2019-12-17 17:48:25,e24b7e7e4eef188448081b013b936dc7
12158,B12 B6 B1 FG 25000 SOLUCION INYECTABLE,A,2005-07-20,F061220072005,Hidroxocobalamina 20 mcg. + TIAMINA HCL 150 mg. + CIANOCOBALAMINA 5 mcg. + PIRIDOXINA HCL 100 mg.,Hidroxocobalamina + TIAMINA HCL + CIANOCOBALAMINA + PIRIDOXINA HCL,LABORATORIO FARMACEUTICO PAILL,SOLUCION INYECTABLE,20 mcg. + 150 mg. + 5 mcg. + 100 mg.,,,,,2019-12-17 17:48:25,2019-12-17 17:48:25,c6c004e2f5218313435432c5218d6553
12159,HIGALEX CAPSULAS,A,2000-09-06,F061222032000,AMARGON ACHICORIA CICHORIUM INTYBUS 93.75 mg. + COLA DE CABALLO 78.12 mg. + EXTRACTO DE CARDO SANTO 78.12 mg.,AMARGON ACHICORIA CICHORIUM INTYBUS + COLA DE CABALLO + EXTRACTO DE CARDO SANTO,LABORATORIO COFASA,CAPSULA,93.75 mg. + 78.12 mg. + 78.12 mg.,0.71,$21.22 - $21.22,21.22,21.22,2019-12-17 17:48:25,2019-12-17 17:48:25,9fbc4f77e20acad0dbe129cacf1cc571
12160,PHARMATON KIDDI JARABE,A,2013-07-25,F061225072013,Piridoxina clorhidrato 6 mg. + Tiamina clorhidrato 3 mg. + Colecalciferol 10 mg. + DEXPANTENOL (ALCOHOL PANTOTENILICO) 10 mg. + VITAMINA B2 (RIBOFLAVINA 5 FOSFATO  SODICO) 3.5 mg. + VITAMINA B3 (NICOTINAMIDA) 20 mg. + LACTATO DE CALCIO PENTAHIDRATADO 130 mg. + ACETATO DE ALL RAC TOCOFEROL 15 mg.,Piridoxina clorhidrato + Tiamina clorhidrato + Colecalciferol + DEXPANTENOL (ALCOHOL PANTOTENILICO) + VITAMINA B2 (RIBOFLAVINA 5 FOSFATO  SODICO) + VITAMINA B3 (NICOTINAMIDA) + LACTATO DE CALCIO PENTAHIDRATADO + ACETATO DE ALL RAC TOCOFEROL,GINSANA SA,JARABE,6 mg. + 3 mg. + 10 mg. + 10 mg. + 3.5 mg. + 20 mg. + 130 mg. + 15 mg.,0.09,$10.02 - $14.22,10.02,14.22,2019-12-17 17:48:25,2019-12-17 17:48:25,8af087c1faa5d5f9d38c9a2fe214303e
